batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
767,14:01:04,6.023,1.834,4.323,4.862,5.575,5.122,5.609,2.701,3.853,1.9
159,14:01:04,6.5,4.083,3.601,5.913,1.14,7.256,2.513,6.137,2.372,4.466
110,14:01:04,2.691,3.516,7.289,4.728,7.641,8.738,2.751,7.426,7.582,2.04
855,14:01:04,3.284,5.804,1.792,1.061,4.129,4.939,6.902,4.696,3.644,7.634
329,14:01:04,2.155,1.243,1.492,8.359,4.648,5.075,2.709,8.431,3.913,2.631
197,14:01:04,5.751,8.473,4.732,2.293,4.509,8.696,6.218,1.217,5.759,1.269
607,14:01:04,8.517,5.479,8.871,5.894,7.72,2.046,2.769,1.745,2.942,4.634
996,14:01:04,7.158,6.696,8.584,4.896,5.875,7.048,1.609,1.731,5.378,6.573
617,14:01:04,7.197,7.377,7.031,3.52,6.965,4.481,6.976,7.165,3.545,4.785
638,14:01:04,6.739,2.95,5.291,1.903,5.132,1.898,6.848,5.009,4.576,3.212
