batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
412,14:01:04,1.13,4.469,14.962,13.846,5.231,8.746,5.233,7.733,7.796,13.084
249,14:01:04,1.508,6.894,9.232,7.851,14.979,7.634,8.647,3.185,2.346,8.578
423,14:01:04,1.745,9.568,1.61,2.526,9.15,6.954,14.47,11.764,9.267,12.94
751,14:01:04,8.238,3.458,5.849,2.706,13.995,6.685,3.71,5.862,2.293,4.989
922,14:01:04,14.314,9.859,10.529,4.52,3.211,1.872,14.839,12.982,10.029,10.221
577,14:01:04,8.211,14.293,13.27,6.104,9.653,9.598,7.081,2.154,11.326,14.252
682,14:01:04,7.559,10.552,13.422,6.138,8.872,6.359,3.795,9.404,1.561,14.65
671,14:01:04,1.26,4.852,4.667,6.509,11.146,10.807,4.051,3.212,9.636,13.825
657,14:01:04,6.721,4.065,5.033,13.439,12.999,2.059,2.951,12.422,1.168,7.62
230,14:01:04,6.275,7.851,14.585,1.763,4.94,7.912,9.561,1.437,12.01,6.119
