batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
268,14:01:04,7.925,8.158,3.729,3.761,1.669,5.101,1.656,7.945,2.499,8.424
412,14:01:04,7.983,2.474,6.574,6.317,8.208,8.765,6.811,7.583,5.881,6.661
188,14:01:04,7.179,3.083,7.348,2.046,5.855,4.659,7.801,5.981,5.7,4.806
599,14:01:04,1.895,1.957,5.799,7.948,8.608,5.453,6.131,6.721,7.671,1.42
921,14:01:04,1.793,2.827,7.956,7.771,3.849,3.5,4.934,2.156,7.396,3.071
96,14:01:04,7.705,1.027,6.598,5.765,2.683,3.894,5.828,8.757,6.844,7.9
239,14:01:04,8.584,8.313,7.087,3.156,2.09,3.506,4.96,2.176,4.759,6.268
564,14:01:04,6.767,3.294,8.808,5.434,4.838,6.584,7.721,3.11,4.466,5.656
386,14:01:04,2.236,4.563,5.288,4.716,7.866,6.102,7.571,1.517,1.789,8.287
582,14:01:04,1.187,4.428,1.487,3.532,1.537,4.967,7.899,4.405,5.437,2.422
