batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
184,14:01:04,3.711,4.647,1.854,5.273,3.6,12.631,11.892,1.025,6.001,14.146
50,14:01:04,7.597,8.208,10.94,9.821,5.198,14.888,10.717,8.1,5.415,13.341
393,14:01:04,11.4,9.314,4.843,1.005,14.018,12.689,4.391,9.426,4.263,9.61
452,14:01:04,7.379,5.041,2.861,3.555,5.827,8.266,11.657,8.71,8.217,10.445
507,14:01:04,2.78,2.167,4.403,13.463,3.378,3.854,12.408,5.06,5.414,14.264
468,14:01:04,6.246,7.475,9.305,11.066,1.238,2.991,13.844,12.944,7.633,14.447
51,14:01:04,6.825,3.076,1.808,6.699,7.461,4.643,12.716,13.412,14.188,12.776
39,14:01:04,7.001,2.713,14.768,7.929,12.48,4.916,6.597,2.858,6.813,2.206
821,14:01:04,2.157,1.82,5.114,12.023,8.741,3.927,4.897,9.333,5.564,5.378
312,14:01:04,12.635,6.992,5.392,7.045,3.039,14.857,7.633,1.34,2.808,10.574
