batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
664,14:01:04,6.852,6.754,5.752,3.679,4.115,6.666,8.717,1.406,3.168,3.21
326,14:01:04,2.322,8.393,8.619,5.854,5.422,7.97,1.794,6.029,4.011,4.451
188,14:01:04,2.941,1.834,6.965,4.79,2.837,4.552,7.468,6.763,7.76,4.616
899,14:01:04,3.654,5.112,6.761,3.715,1.515,4.773,8.788,5.707,8.059,6.352
391,14:01:04,3.956,1.56,1.574,5.408,8.867,7.909,1.673,6.856,7.143,7.736
413,14:01:04,6.135,3.706,8.407,3.733,5.71,1.351,8.348,1.31,6.01,1.576
667,14:01:04,6.698,1.785,2.019,3.009,7.177,1.795,6.986,4.788,5.003,8.88
458,14:01:04,2.863,3.567,6.128,7.879,6.786,5.38,1.282,5.819,3.455,2.906
366,14:01:04,6.624,8.656,1.014,6.224,3.44,5.67,4.626,6.781,6.924,3.405
247,14:01:04,5.275,4.054,5.322,2.938,6.668,1.233,4.254,8.019,8.18,2.98
