batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
463,14:01:04,9.801,1.254,2.464,14.44,8.684,3.103,6.18,3.821,9.736,4.039
706,14:01:04,7.611,1.237,9.513,12.813,6.637,7.792,3.614,4.535,7.965,8.874
76,14:01:04,9.665,7.257,6.999,10.239,6.433,12.471,9.216,8.954,12.966,7.733
984,14:01:04,2.385,11.813,2.117,14.108,6.454,10.877,13.633,6.727,7.59,7.777
484,14:01:04,4.819,3.755,1.72,14.562,4.643,7.017,6.884,2.709,3.639,6.852
725,14:01:04,5.374,3.649,10.752,3.539,7.76,8.027,1.002,10.22,8.971,10.615
214,14:01:04,8.561,8.838,2.06,11.119,13.441,3.023,8.314,6.277,8.798,13.785
309,14:01:04,9.472,7.264,12.158,1.543,11.595,7.254,14.224,2.782,11.506,3.62
52,14:01:04,5.934,9.008,9.553,9.059,6.909,10.235,12.997,10.602,12.457,9.252
388,14:01:04,4.023,14.306,11.605,3.699,14.09,7.804,13.432,9.579,10.958,7.825
