batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
391,14:01:04,3.061,11.553,14.545,11.437,13.488,10.55,7.136,7.119,10.266,5.779
206,14:01:04,8.795,6.539,7.473,7.166,2.637,7.873,10.079,2.635,12.231,2.367
360,14:01:04,5.91,6.694,10.6,13.141,8.492,10.408,7.32,5.322,11.505,8.775
596,14:01:04,6.719,8.197,11.521,6.014,4.295,12.11,14.914,4.337,12.085,1.395
391,14:01:04,9.431,14.93,12.172,8.234,3.558,12.093,10.338,5.3,12.471,3.302
4,14:01:04,5.584,9.543,6.12,14.724,2.025,2.232,14.016,4.445,9.939,1.125
974,14:01:04,9.062,8.306,10.397,7.556,7.295,8.618,14.712,2.788,6.346,14.973
974,14:01:04,4.552,8.918,10.958,12.155,8.091,4.442,6.721,13.746,4.976,14.861
802,14:01:04,13.036,4.416,14.781,9.571,4.934,7.458,6.267,12.933,13.819,8.767
883,14:01:04,7.069,7.405,10.03,4.708,2.551,6.075,8.25,2.435,10.579,1.913
