batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
35,14:01:04,6.981,2.516,4.712,1.73,8.366,12.748,13.935,5.736,10.111,8.865
523,14:01:04,5.462,11.68,4.796, ,1.287,8.873,7.806,6.881,6.132,10.042
993,14:01:04,7.114,11.003,14.881,14.113,13.217,8.907,2.698,8.915,7.204,2.314
882,14:01:04,12.988,7.04,13.24,3.116,5.404,12.851,7.117,6.8,3.106,7.039
35,14:01:04,12.038,2.463,1.018,3.228,11.344,5.877,8.891,10.142,1.961,8.844
935,14:01:04,9.153,1.75,2.705,12.191,11.197,2.223,11.978,4.251,14.273,13.431
727,14:01:04,1.818,14.169,13.409,13.035,6.076,4.313,14.565,8.342,3.02,11.193
727,14:01:04,5.879,13.803,9.697,3.893,9.503,2.328,12.108,9.722,6.264,10.072
391,14:01:04,11.849,14.664,1.36,6.651,6.481,2.172,14.747,9.633,3.719,3.424
248,14:01:04,3.995,4.123,8.584,2.059,14.27,5.321,6.959,12.424,10.701,3.287
