batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
60,14:01:04,1.546,3.237,2.322,5.4,6.17,7.99,5.044,5.243,2.441,5.255
245,14:01:04,4.507,7.237,7.357,8.841,4.564,2.612,1.378,8.202,8.809,8.472
12,14:01:04,5.612,4.742,2.167,4.739,8.41,7.711,3.281,7.869,8.738,2.731
219,14:01:04,6.777,8.824,1.028,1.251,7.857,5.923,2.73,8.585,1.954,4.292
391,14:01:04,2.306,2.119,1.432,1.064,6.407,6.201,4.294,4.882,8.166,8.051
361,14:01:04,2.742,6.836,2.834,3.693,8.888,8.017,8.559,4.087,2.995,7.451
876,14:01:04,7.697,7.066,5.202,3.253,4.476,6.166,5.671,1.716,2.323,7.487
261,14:01:04,2.368,4.183,8.865,1.06,4.703,5.545,5.846,8.965,4.64,7.197
16,14:01:04,8.562,1.616,3.529,8.672,7.524,1.143,8.341,1.353,8.174,2.332
624,14:01:04,2.225,4.459,7.401,4.064,3.576,2.138,5.293,5.666,6.24,3.819
