batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
942,14:01:04,6.761,4.182,6.858,3.593,4.475,7.713,2.791,4.865,7.018,7.5
423,14:01:04,5.947,7.789,6.32,5.556,7.987,5.053,3.351,5.803,4.954,3.166
650,14:01:04,3.027,2.679,2.633,4.197,8.608,2.62,2.967,8.266,4.334,6.411
8,14:01:04,7.929,8.366,6.311,2.199,2.967,1.061,3.903,1.556,3.911,7.585
793,14:01:04,6.649,1.242,8.304,3.862,8.634,2.347,3.853,7.199,5.984,7.77
473,14:01:04,4.091,2.897,6.744,1.324,4.447,2.45,8.47,1.208,6.625,8.397
937,14:01:04,1.467,4.295,8.113,8.899,6.012,6.704,6.734,8.066,4.89,2.588
599,14:01:04,7.32,7.548,6.575,8.068,5.903,8.501,5.369,7.397,3.658,5.297
957,14:01:04,8.919,6.313,8.439,2.675,6.127,8.511,3.674,2.279,4.606,4.311
936,14:01:04,7.376,7.346,8.806,8.092,6.272,8.419,5.308,7.949,7.125,6.251
