batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
181,14:01:04,6.646,2.391,1.115,7.683,13.781,4.645,14.993,4.545,12.347,1.283
507,14:01:04,4.78,4.684,1.558,2.684,12.24,2.59,3.19,4.056,3.016,11.115
513,14:01:04,14.711,5.31,6.857,2.839,8.069,8.756,5.563,11.588,11.306,1.915
870,14:01:04,1.368,9.684,2.795,14.978,8.886,5.692,14.83,5.317,7.141,12.461
279,14:01:04,8.021,10.443,6.575,13.342,6.735,14.886,11.373,14.753,10.328,1.619
312,14:01:04,14.445,3.063,11.43,10.969,14.096,6.292,9.73,11.797,7.944,6.711
306,14:01:04,3.884,13.868,8.124,1.16,6.688,9.855,5.214,4.57,10.016,5.305
298,14:01:04,2.302,3.414,11.99,9.9,6.494,8.482,13.587,6.273,7.954,12.496
489,14:01:04,7.412,7.284,6.719, ,3.405,4.899,9.98,1.079,7.129,1.784
395,14:01:04,13.297,3.446,15.0,11.502,7.999,10.056,14.351,11.115,1.324, 
