batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
205,14:01:04,4.537,7.149,3.842,6.361,1.871,6.378,5.809,5.119,1.197,2.15
559,14:01:04,6.683,14.021,11.957,7.588,9.598,13.478,9.91,2.493,3.431,12.626
601,14:01:04,2.702,2.196,7.925,13.646,3.621,13.335,13.249,5.354,6.967,11.895
50,14:01:04,10.406,14.917,11.975,4.202,6.928,10.282,8.452,5.327,12.534,7.044
950,14:01:04,12.712,1.716,11.673,8.392,13.158,3.467,11.626,8.274,14.806,1.436
564,14:01:04,9.317,10.372,6.638,3.139,5.379,8.587,12.073,1.79,1.533,1.616
933,14:01:04,11.622,9.157,7.958,6.851,6.01,2.325,3.88,2.126,10.696,11.384
898,14:01:04,6.251,13.767,9.59,7.728,4.359,14.319,10.69,14.061,12.359,3.951
88,14:01:04,14.966,11.739,6.435,12.922,14.201,8.592,9.191,14.062,10.732,6.831
40,14:01:04,14.68,12.566,11.048,8.34,8.513,2.104,10.374,10.82,5.161,4.62
