batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
695,14:01:04,2.096,3.336,5.112,3.528,4.827,3.257,5.674,8.474,7.163,2.227
25,14:01:04,6.931,8.778,5.853, ,3.206, ,2.911,8.161,5.26,6.091
90,14:01:04,2.602,1.25,6.478,2.892,6.45,5.734,1.612,2.949,6.404,2.739
191,14:01:04,6.272,7.097, ,5.792,5.719,7.846,4.637,4.26,2.836,1.637
221,14:01:04,1.331,2.286,1.326,6.026,6.149,4.49,5.859,8.736,2.491,5.114
154,14:01:04,7.012,4.547,1.27,8.583,5.593,5.345,6.654,2.349,1.306,7.644
943,14:01:04,8.546,8.882,3.409,3.79,2.326, ,1.695,1.061,8.903,8.594
107,14:01:04,5.177,5.734,1.996,2.092,1.002,8.589,8.948,3.332,4.375,5.518
6,14:01:04,1.248,4.366,1.352, ,8.237,6.244,5.959,2.164,4.577,7.469
334,14:01:04,3.212, ,5.589,3.639,5.063,6.345,7.816,1.949,7.502,1.279
