batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
579,14:01:04,1.392,4.343,13.584,13.81,13.194,14.866,14.687,10.853,14.816,8.256
284,14:01:04,12.125,3.983,7.192,6.952,5.52,11.478,3.762,14.097,12.917,14.304
658,14:01:04,13.792,10.658,12.024,13.687,10.769,5.697,11.462,12.537,6.404,3.072
727,14:01:04,12.547,10.35,6.371,11.523,8.699,5.869,3.792,12.045,12.938,10.752
59,14:01:04,9.052,6.069,6.333,8.007,6.157,5.259,13.693,5.123,12.864,1.434
953,14:01:04,11.756,12.385,8.717,14.283,1.962,9.105,9.242,4.583,2.546,7.853
197,14:01:04,7.29,4.886,5.351,13.566,3.477,12.033,2.785,6.194,3.567,3.654
864,14:01:04,5.472,4.865,12.407,7.011,9.952,8.544,9.617,5.155,2.417,12.102
673,14:01:04,7.116,3.75,12.518,12.606,4.448,13.332,6.277,8.911,3.831,2.193
908,14:01:04,11.79,10.421,9.804,1.327,8.307,11.968,1.632,14.598,11.866,6.094
