batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
787,14:01:04,13.046,4.576,4.092,1.505,3.602, ,7.453,1.756,9.564,6.574
554,14:01:04,7.931,5.791,7.249,10.238,5.578,12.431,3.826,9.267,1.761,10.453
975,14:01:04,9.327,5.667,3.597,2.171,2.471,5.132,9.952,8.93,11.112,4.898
416,14:01:04,11.97,10.055,11.603,10.318,8.975,2.359,9.683,5.548,10.486,5.552
787, ,1.873,5.119,9.72,9.197,9.0,1.109, ,10.662,7.54,1.378
10,14:01:04,13.183,13.426,5.947,14.251,6.114,4.651,3.84,14.247,3.535, 
291, ,7.997,5.288,13.681,11.884,11.373,7.54,2.326,5.012,1.365,6.452
291,14:01:04,1.32,12.852,4.725,6.474,1.715,14.732,5.703,11.785,5.544, 
226,14:01:04,12.258,11.095,2.591,13.207,8.469,3.572,10.13,1.823,13.678,3.084
17,14:01:04,11.371,13.418,10.076, ,7.237,7.267,12.075,9.073,10.535,5.954
