batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
583,14:01:04,7.379,7.322,4.218,2.2,7.716,3.86,6.067,5.685,6.796,1.456
764,14:01:04,3.503,4.632,4.722,5.561,1.244,6.751,3.992,4.649,6.534,6.226
953,14:01:04,8.845,1.467,1.441,6.195,4.059,7.485,2.877,6.312,8.555,1.39
615,14:01:04,7.941,2.581,6.216,1.756,7.517,5.64,5.5,8.791,7.866,5.896
732,14:01:04,6.891,5.606,7.032,4.987,3.928,8.191,6.55,6.404,7.492,7.086
1000,14:01:04,1.371,2.726,4.475,4.138,4.358,5.118,5.943,4.408,1.827,2.568
427,14:01:04,6.179,7.849,4.901,7.326,6.374,1.079,3.465,8.815,3.331,3.366
659,14:01:04,4.068,5.468,3.608,6.476,4.631,2.445,7.095,1.383,5.126,5.8
200,14:01:04,7.594,8.777,6.664,4.331,1.704,7.214,7.52,5.338,5.354,5.858
693,14:01:04,6.727,2.597,2.498,5.42,7.869,5.857,8.909,4.483,7.656,7.297
