batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
734,14:01:04,4.642,6.682,2.834,5.528,1.137,1.532,7.062,8.93,4.855,2.117
958,14:01:04,4.428,3.274,8.227,5.092,1.288,6.211,3.069,3.908,7.223,3.764
318,14:01:04,5.076,1.813,4.862,4.474,7.828,6.757,2.125,6.942,4.992,3.454
326,14:01:04,2.766,5.913,2.937,4.094,8.101,3.211,7.834,8.355,1.871,3.654
401,14:01:04,3.661,5.965,8.544,2.029,1.385,4.601,8.681,1.525,2.276,4.516
754,14:01:04,6.418,3.946,6.548,6.512,2.167,4.317,6.597,8.154,2.91,3.046
259,14:01:04,1.626,3.805,6.242,3.471,5.967,1.793,7.925,3.011,2.939,6.919
915,14:01:04,4.275,5.859,5.738,3.678,4.032,2.936,5.0,2.839,1.892,8.289
95,14:01:04,2.487,2.332,2.182,8.461,2.707,7.574,4.782,8.747,1.831,8.532
824,14:01:04,1.042,4.504,8.294,8.841,7.686,3.111,6.559,7.203,6.749,4.948
