batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
719,14:01:04,6.641,4.805,2.766,6.449,3.736,2.589,7.519,8.935,6.907,8.404
212,14:01:04,3.24,3.716,7.469,4.381,5.227,2.989,6.457,8.394,2.312,2.468
123,14:01:04,3.225,7.344,8.657,6.976,5.241,3.156,6.457,4.954,2.569,3.189
844,14:01:04,4.446,4.149,7.564,3.967,3.161,1.552,1.555,1.11,7.015,8.412
610,14:01:04,4.737,1.803,4.86,8.075,7.857,4.614,6.773,8.559,3.962,7.458
314,14:01:04,5.838,6.095,6.91,7.187,2.353,8.216,7.83,2.749,8.466,7.756
450,14:01:04,3.29,6.027,4.584,3.45,3.146,5.632,5.125,7.784,2.486,4.339
350,14:01:04,3.394,7.844,7.078,8.635,3.105,8.074,4.702,2.065,3.245,1.867
187,14:01:04,1.83,3.206,5.231,8.849,3.666,4.219,8.354,7.797,6.909,5.639
491,14:01:04,8.946,8.994,2.773,4.713,6.817,3.07,6.833,6.666,1.189,5.554
