batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
31,14:01:04,1.091,1.936,1.452,3.061,7.115,8.126,3.348,8.024,1.82,1.453
988,14:01:04,8.326,3.325,1.906,2.69,7.073,4.072,6.444,8.288,1.682,7.242
609,14:01:04,5.571,7.821,6.077,7.892,6.854,2.488,1.508,3.943,4.857,4.524
486,14:01:04,7.185,3.619,4.0,8.326,2.309,2.208,7.415,6.072,8.812,5.774
31,14:01:04,5.271,6.57,8.842,2.107,6.663,4.284,1.677,5.023,2.667,3.593
973,14:01:04,7.876,8.509,8.31,3.788,7.821,5.719,4.676,5.794,3.605,1.215
293,14:01:04,4.638,6.927,3.143,6.628,8.046,2.863,6.467,1.855,8.915,5.859
293,14:01:04,2.415,6.854,6.085,8.538,1.686,6.251,7.74,1.506,5.352,7.806
37,14:01:04,7.785,3.865,5.326,2.704,6.839,7.617,6.35,6.988,3.1,5.582
459,14:01:04,4.979,2.521,5.602,3.777,1.464,3.521,2.562,4.488,7.134,2.508
