batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
377,14:01:04,5.612,14.41,14.215,13.31,12.465,13.118,3.154,1.129,12.186,9.753
791,14:01:04,4.833,2.081,10.793,1.534,2.425,12.357,14.466,6.117,14.35,7.947
473,14:01:04,12.803,3.527,7.558,6.031,1.445,6.1,1.206,9.228,14.866,11.101
108,14:01:04,8.496,3.013,9.13,2.81,4.956,3.617,4.823,14.151,5.684,8.907
786,14:01:04,11.805,4.761,3.53,9.922,11.062,11.788,4.621,13.801,5.355,9.611
316,14:01:04,6.168,7.422,1.352,12.101,12.176,3.904,11.617,10.752,9.375,7.497
614,14:01:04,8.195,9.859,14.601,11.565,5.831,9.266,4.101,14.736,14.723,9.107
900,14:01:04,2.484,14.065,4.29,3.12,6.925,2.277,10.268,13.382,5.921,12.77
456,14:01:04,13.398,10.97,11.352,4.891,1.772,4.463,10.744,7.359,14.265,5.676
568,14:01:04,5.373,4.644,13.657,9.862,6.404,12.749,7.276,13.676,12.573,10.85
