batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
739,14:01:04,5.806,6.188,8.981,5.468,6.802,6.423,7.109,1.346,7.733,4.165
930,14:01:04,2.496,2.584,5.267,1.441,2.286,3.339,2.786,8.658,8.606,4.491
836,14:01:04,6.099,6.162,6.348,7.199,3.672,6.912,8.173,4.715,1.64,3.691
28,14:01:04,6.085,6.097,7.26,6.161,6.655,8.798,7.522,3.198,6.363,8.171
571,14:01:04,2.6,5.581,6.985,3.361,8.336,3.77,3.656,7.935,5.646,8.328
305,14:01:04,1.232,3.152,6.072,6.819,2.166,4.794,3.058,7.489,3.02,4.518
469,14:01:04,5.711,4.929,3.749,6.232,7.299,5.488,3.356,8.412,6.787,8.377
882,14:01:04,1.625,1.143,5.795,8.797,5.63,4.144,6.504,2.267,7.707,5.184
411,14:01:04,3.415,5.667,6.084,5.07,8.19,7.369,1.513,6.13,5.88,4.061
14,14:01:04,3.594,7.057,3.643,2.015,4.215,4.856,3.309,1.238,4.724,2.666
