batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
892,14:01:04,3.523,8.198,6.015,3.761,7.395,8.438,2.932,4.71,1.398,8.366
752,14:01:04,5.013,3.381,5.51,4.065,7.777,5.631,6.098,2.054,4.524,1.234
481,14:01:04,3.184,2.144,6.431,5.168,1.334,1.43,4.568,7.623,1.744,8.077
732,14:01:04,1.585,6.736,1.159,4.01,3.113,6.568,3.896,1.138,3.493,7.081
490,14:01:04,4.736,7.033,1.256,2.711,2.644,4.415,2.125,1.727,4.866,1.334
932,14:01:04,1.373,8.178,8.489,5.572,5.585,6.922,5.561,8.864,2.646,5.715
939,14:01:04,7.7,7.562,2.357,5.056,1.043,6.826,3.021,6.541,5.653,7.41
336,14:01:04,2.445,7.192,8.795,7.773,5.99,7.148,1.964,8.111,6.083,2.388
922,14:01:04,8.116,6.842,4.029,3.144,7.389,7.337,5.159,3.71,4.367,4.561
180,14:01:04,1.203,6.781,3.401,8.973,7.948,3.028,1.981,6.484,8.973,7.777
