batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
902,14:01:04,4.32,7.927,8.419,2.781, ,3.286,9.156,8.155,4.252,10.411
676,14:01:04,11.746,1.9,14.87,5.656, ,9.085,3.818,6.695,10.245,13.572
229,14:01:04, ,4.259,1.397,5.841,6.031,10.93,3.546,12.82,6.417,1.963
473,14:01:04,11.953,4.544,12.175,6.73,1.048, ,1.788,11.07,4.411,12.071
902,14:01:04, ,1.25,1.656,4.192,9.156,6.491,7.106,9.636,6.518, 
887,14:01:04,12.596,1.952,8.123,11.222,6.922,12.959,8.927,13.901, , 
650, ,9.865,7.612,9.313,4.632,12.319, ,7.131,14.996,1.764,1.867
650,14:01:04,6.2,14.655,8.943,2.121,13.061,11.794,11.601,2.706,2.229,1.053
733,14:01:04,7.295,13.98,3.851,14.155,10.829,5.133,2.724,8.659,9.592,13.695
695,14:01:04,11.279,3.157,11.852,4.148,12.75,7.064,10.596,10.054,8.13,11.192
