batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
436,14:01:04,1.63,3.357,3.322,5.76,4.112,5.769,1.759,4.371,3.416,6.343
216,14:01:04,5.872,6.184,3.43,2.766,2.558,4.742,8.21,3.123,1.773,5.93
500,14:01:04,2.162,2.773,3.119,6.604,8.462,3.32,6.038,4.777,7.751,3.557
663,14:01:04,5.458,5.174,5.109,5.445,8.581,6.609,1.029,2.466,8.569,1.435
405,14:01:04,5.478,3.558,1.944,6.515,7.764,2.616,4.338,5.893,5.687,1.153
736,14:01:04,6.808,6.383,1.412,3.052,7.208,4.309,2.945,2.256,7.455,7.111
227,14:01:04,2.78,2.976,6.885,7.32,6.549,2.921,4.473,2.756,5.546,5.627
366,14:01:04,3.919,8.564,2.907,4.988,5.52,1.171,8.443,3.692,5.64,6.11
474,14:01:04,2.837,8.817,1.494,4.436,5.443,4.535,6.549,8.979,6.289,3.688
183,14:01:04,6.781,1.292,1.228,1.429,4.084,5.429,5.27,7.387,7.977,5.001
