batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
475,14:01:04,8.191,4.153,7.111,6.666,1.413,6.339,8.511,6.065,2.549,8.147
771,14:01:04,1.408,5.074,3.307,4.622,8.237,7.238,2.624,1.592,4.679,3.786
520,14:01:04,4.907,4.404,3.144,1.009,8.587,4.562,1.087,6.167,7.001,8.672
495,14:01:04,8.259,8.303,8.273, ,3.895,5.381,1.976,6.59,7.08,7.273
717,14:01:04,5.111,7.558,2.001,2.95,3.04,7.897,2.96,3.355,8.74,3.951
988,14:01:04,5.907,1.682,1.475,6.369,6.215, ,7.097,1.947, ,6.563
174,14:01:04,5.26,2.374,4.173,7.665,6.093,5.49,6.391,4.689,6.629,4.103
 ,14:01:04,2.672,5.664,8.547,6.191,4.537,4.639,8.045,3.614,6.45,7.582
996,14:01:04,5.174,2.954,8.781,4.236,4.008,6.301,7.361,4.333,2.861,5.431
980,14:01:04,3.9,1.699,1.143,5.324,7.78,2.459,8.369,5.578,7.698,5.029
