batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
480,14:01:04,7.044,1.111,3.426,4.856,2.82,3.03,4.879,6.245,8.933,8.861
511,14:01:04, ,2.6,7.499,6.105,8.196,6.432,7.705,6.815,7.892,7.519
325,14:01:04,3.131,5.045,6.706,8.106,5.797,7.315,5.315,8.864,1.326,6.225
556,14:01:04,3.731,7.494,4.87,6.085,2.516,4.179,4.115,6.957,8.324, 
297,14:01:04,8.312,6.995,6.187,1.9,7.095,2.364,6.221,4.12,2.675,3.178
809, ,7.938,6.416, ,5.695,3.266,4.438,7.596,1.415,7.862,1.021
411,14:01:04,1.063, ,4.916,1.706,5.711,7.288,6.581,3.764,2.945,7.923
810,14:01:04,8.681,7.186,8.335,5.167,2.591,8.774,3.304,4.724,7.658,8.072
970,14:01:04,7.003,5.152,4.893,2.038,1.082,8.117,1.796, ,1.96,6.162
310,14:01:04,2.277,5.176,6.781,2.137,7.722,3.291,5.043,2.151,6.757,8.014
