batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
555,14:01:04,11.975,12.834,13.517,10.976,13.257,8.648,5.147,8.6,9.547,5.401
847,14:01:04,6.411,2.912,13.784,13.269,5.887,11.159,11.054,7.513,8.244,6.902
624,14:01:04,8.985,7.041,4.063,13.04,5.015,7.748,8.043,1.658,10.291,9.851
186,14:01:04,12.053,6.275,12.931,3.085,7.97,13.416,3.453,14.68,10.304,12.199
275,14:01:04,8.427,10.783,7.815,8.472,6.92,9.53,8.308,2.91,4.393,11.733
925,14:01:04,9.683,6.684,11.66,6.879,9.781,7.881,13.74,14.301,14.054,2.111
60,14:01:04,11.78,14.645,13.128,14.345,13.573,8.789,6.713,5.152,8.626,14.922
242,14:01:04,5.217,8.191,2.979,4.275,13.323,13.611,8.857,1.229,4.423,13.051
379,14:01:04,14.568,9.877,1.414,12.192,14.535,6.763,2.49,7.526,2.223,6.196
416,14:01:04,9.747,5.141,7.235,9.854,9.595,7.167,13.649,12.483,14.92,8.681
