batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
218,14:01:04,8.13,8.53,7.458,9.617,2.012,13.781,12.465,7.958,10.352,7.009
47,14:01:04,10.036,12.199,13.186,5.005,7.559,5.409,13.935,9.441,8.31,2.187
984,14:01:04,8.593,9.061,4.054,13.152,9.232,9.337,3.152,6.881,13.203,10.146
840,14:01:04,5.229,13.384,7.803,10.037,10.962,12.879,4.721,9.624,1.608,2.946
679,14:01:04,10.094,7.928,8.298,8.385,1.257,4.789,2.036,9.653,10.542,12.617
12,14:01:04,4.624,10.831,2.573,4.452,1.783,14.435,12.995,2.128,14.59,10.495
735,14:01:04,1.051,7.159,13.347,2.065,4.193,4.587,10.374,12.158,4.292,7.144
448,14:01:04,9.206,6.567,1.899,3.011,4.952,1.026,1.698,8.945,7.568,4.104
153,14:01:04,3.645,7.396,6.171,8.798,12.706,8.739,11.153,5.384,14.594,6.583
356,14:01:04,10.702,1.016,5.302,4.152,13.093,8.514,13.934,1.704,8.962,3.872
