batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
305,14:01:04,4.59,1.862,4.209,3.452,5.833,4.755,1.376,1.785,2.469,8.926
594,14:01:04,2.019,8.046,3.207,5.938,5.4,3.859,8.596,4.12,2.546,4.605
559,14:01:04,3.621,8.307,6.782,6.016,7.781,2.978,3.39,8.951,8.661,7.829
93,14:01:04,8.934,6.058,7.259,3.211,4.89,6.917,4.754,4.227,1.252,6.778
445,14:01:04,1.679,7.688,3.848,5.395,2.581,2.507,3.74,6.93,8.879,1.068
826,14:01:04,1.33,3.028,6.794,5.572,1.299,1.101,2.401,4.872,6.598,3.081
831,14:01:04,8.528,6.606,7.37,1.517,1.8,1.475,3.153,6.353,7.417,1.007
182,14:01:04,2.173,4.626,4.246,8.594,8.92,8.2,5.505,2.243,4.148,8.534
439,14:01:04,2.446,8.134,5.208,6.984,3.566,3.604,5.957,3.404,6.374,1.327
828,14:01:04,1.672,2.416,4.286,8.984,2.61,1.597,5.269,1.71,7.6,7.933
