batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
192,14:01:04,5.396,4.73,6.247,6.826,2.146,1.34,3.438,4.772,1.888,7.443
583,14:01:04,2.983,7.97, ,7.963,4.375,1.661,8.648,6.504,5.223,4.62
351,14:01:04,3.624,8.283,1.722,1.457,7.277,1.647,4.609,2.541,1.323,4.658
100,14:01:04,2.52,7.018,8.319,8.08,7.16,7.257,4.372,8.03,5.24,2.369
53,14:01:04,4.196,8.269,7.8,7.68,7.307,1.327,6.687,7.841,5.352,4.709
537,14:01:04,4.034,7.154,7.149,5.339,2.585,4.756,1.572, ,7.222,6.532
44,14:01:04,8.179,3.267,5.657,7.857,7.151,8.318,6.51,2.023,7.892,3.254
295,14:01:04,5.166,5.934,1.466,1.086,4.751,2.007,2.889,2.171,7.016,4.757
859,14:01:04,5.044,7.556,3.55,5.127,5.152,6.393,8.097,2.07,1.137,2.405
896,14:01:04,7.85,4.735,8.972,5.59,7.165,7.646,6.999,1.991,8.596,7.522
