batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
743,14:01:04,7.671,3.726,3.737,5.048,8.905,4.349,5.663,6.293,7.591,1.308
51,14:01:04,3.786, ,3.599,2.385,6.354,3.229,7.688,4.166,2.106,7.357
420,14:01:04,5.161,6.193,4.738,3.273,6.307,1.373,5.054,6.898,6.3,5.995
827,14:01:04,1.853,8.018,8.385,6.259,1.115,3.455,4.493,2.946,8.576,7.733
961,14:01:04,7.616,4.455,7.717,8.45,2.292,6.484,4.428, ,8.972,4.037
675,14:01:04,7.165, ,4.339,5.055,6.29,3.036,4.899,7.853,5.993,8.008
177,14:01:04,2.712,8.935,5.599,4.229,1.271,6.073,2.599,3.948,6.525,4.796
84,14:01:04,1.238,3.135,7.858,5.274,5.864,5.786,3.447,5.881,1.048,2.519
 ,14:01:04,2.653, ,6.16,2.875,7.226,7.39,1.741,3.507,4.143,2.771
959,14:01:04,7.223,6.776, ,2.118,7.24,8.658,2.277,2.769,3.787,5.479
