batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
473,14:01:04,7.273,8.414,3.912,8.343,4.644,4.126,8.628,6.478,1.488,4.171
641,14:01:04,3.137,6.693,4.526,1.445,3.018,6.171,8.75,3.799,2.998,3.349
602,14:01:04,5.49,8.137,7.133,8.501,2.319,3.299,7.206,8.944,1.161,8.177
466,14:01:04,3.963,2.988,1.202,1.801,4.606,4.542,6.253,7.932,4.408,5.31
473,14:01:04,8.89,3.091,8.822,3.914,3.916,8.349,4.693,1.428,3.157,8.088
580,14:01:04,6.337,5.312,5.498,5.775,8.994,1.541,3.02,8.45,3.888,5.97
725,14:01:04,5.182,2.494,7.418,6.589,8.318,3.293,6.935,7.253,3.767,1.894
725,14:01:04,8.255,2.253,6.292,1.604,3.991,1.108,7.525,7.005,7.956,3.795
80,14:01:04,6.787,6.57,7.969,2.283,1.895,6.451,7.757,1.664,1.923,7.082
326,14:01:04,4.389,2.756,7.509,1.914,1.848,3.588,4.811,6.773,1.061,4.502
