batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
153,14:01:04,6.481,14.958,13.674,5.59,10.957,13.363,11.486,10.214,5.881,13.901
885,14:01:04,5.078,9.427,5.564,2.971,11.068,14.51,13.294,10.319,4.811,9.921
956,14:01:04,6.84,7.241,12.892,9.594,13.969,7.241,10.906,4.152,11.338,2.588
265,14:01:04,3.482,1.372,10.593,1.133,8.847,9.265,1.844,9.52,1.757,10.709
162,14:01:04,2.156,10.529,9.229,3.262,7.786,4.127,12.599,4.916,3.35,13.555
346,14:01:04,2.51,2.86,12.172,10.997,7.281,7.291,3.031,1.228,14.926,3.393
659,14:01:04,6.97,3.07,12.507,12.226,3.176,2.723,10.57,10.659,9.676,11.955
7,14:01:04,9.231,2.825,13.294,9.237,5.201,12.361,9.351,12.249,11.65,10.08
523,14:01:04,3.653,1.345,5.352,3.711,13.933,14.094,8.745,13.152,7.573,14.82
450,14:01:04,6.573,4.279,10.156,4.796,8.468,10.758,12.962,2.774,11.829,12.956
