batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
629,14:01:04,3.185,6.142,8.176,4.226,6.196,1.262,4.446,4.253,4.311,7.009
952,14:01:04,5.331,6.119,2.724,2.524,1.984,7.633,6.182,6.414,1.171,2.63
629,14:01:04,5.066,4.588,7.926,4.889,4.284,7.236,2.422,8.328,3.907,5.127
457,14:01:04,8.741,8.439,6.368,7.631,4.372,1.387,2.51,3.415,3.121,8.636
117,14:01:04,4.581,2.505,1.911,4.73,8.412,2.793,8.552,1.269,1.198,1.476
952,14:01:04,4.072,6.526,6.19,4.839,7.438,1.227,7.892,4.949,5.163,2.687
754,14:01:04,4.507,7.968,3.005,7.972,3.87,6.805,2.575,8.114,8.238,3.939
457,14:01:04,2.696,5.801,4.516,8.607,3.289,8.283,2.695,2.965,4.609,5.443
952,14:01:04,5.562,6.795,3.624,5.528,4.724,1.523,3.487,2.922,4.907,8.408
952,14:01:04,3.858,3.159,1.996,4.97,1.349,3.789,3.563,6.192,7.535,1.277
