batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
34,14:01:04,4.494,5.823,3.089,3.558,2.237,4.147,5.988,6.151,8.97,7.947
563,14:01:04,3.965,3.652,5.265,1.018,6.394,4.029,8.626,6.334,8.198,2.828
837,14:01:04,6.515,8.659,4.443,5.244,6.804,4.609,2.233,2.927,6.135,7.815
796,14:01:04,6.696,5.361,1.88,5.505,1.85,8.514,5.676,8.946,6.409,6.242
753,14:01:04,5.867,1.212,5.355,4.765,8.373,7.666,5.742,6.37,7.871,1.977
299,14:01:04,1.219,4.444,3.17,7.352,3.229,7.467,6.349,7.849,3.975,8.904
563,14:01:04,6.463,3.612,7.426,7.652,4.954,8.348,2.127,4.297,1.225,8.476
563,14:01:04,1.916,2.854,6.699,7.563,6.078,1.671,5.741,6.909,8.426,1.981
694,14:01:04,8.213,1.984,5.021,2.001,5.834,1.091,4.641,7.427,2.649,6.083
475,14:01:04,2.41,8.582,8.427,7.105,5.559,4.298,5.785,7.2,3.902,3.897
