batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
254,14:01:04,2.573,11.184,10.708,6.461,11.633,9.658,13.02,4.055,7.735,11.162
976,14:01:04,13.579,12.27,1.397,9.81,11.405,13.483,12.611,11.614,11.885,2.824
324,14:01:04,2.973,11.93,1.506,5.523,12.948,10.849,3.945, ,4.423,9.442
348,14:01:04,7.612,14.569,1.645,9.17,8.649,12.732,14.421,6.975,12.323,1.295
756,14:01:04,5.771,14.489,8.894,11.704,9.418,1.148,3.966,7.788,13.623,8.519
561,14:01:04,1.701,5.846,13.556,5.54,2.907,3.225,5.058,7.162,8.715,6.441
 ,14:01:04,9.185,4.352,7.586,9.328,2.726,11.519,8.045,1.372,13.683,14.221
251,14:01:04,9.166,11.642,3.241,5.156,1.327,8.734,11.909,1.534,11.681, 
67,14:01:04,10.287,13.594,12.377,9.107,2.01,12.786,5.116,6.011,13.537,4.962
482,14:01:04,8.328,5.548,12.998,9.873,2.777,1.966,13.76,5.974,13.092, 
