batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
834,14:01:04,7.508,8.458,8.589,6.408,4.627,5.477,8.679,7.501,8.365,1.334
500,14:01:04,5.686,4.484,1.336,7.173,3.104,2.388,5.295,7.616,8.541,1.796
997,14:01:04,3.537,5.692,4.407,5.735,4.688,5.644,2.678,3.108,1.839,4.387
469,14:01:04,8.295,5.008,7.595,2.59,8.17,6.845,1.434,7.941,6.114,6.055
834,14:01:04,1.95,5.648,8.028,2.152,5.631,8.377,3.29,2.27,1.29,4.3
944,14:01:04,5.246,4.143,4.593,2.812,4.659,5.553,8.787,1.96,5.116,5.553
616,14:01:04,1.519,1.435,4.1,3.532,2.558,5.844,5.462,4.295,1.373,1.826
616,14:01:04,1.397,4.379,8.683,4.094,5.06,7.587,7.986,5.002,8.005,4.542
334,14:01:04,3.941,8.021,4.073,4.277,1.057,3.671,6.856,2.192,5.501,1.976
500,14:01:04,3.625,7.381,1.952,4.48,8.175,5.394,7.152,6.778,3.181,3.066
