batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
188,14:01:04,8.474,7.464,2.516, ,2.981,3.322,6.723,3.331, ,1.091
76,14:01:04,6.995,2.969,5.566,5.956,5.322,3.985,6.126,4.149, ,1.464
463,14:01:04,6.765,6.802,7.552,3.443,3.411,8.872,1.456,4.174,5.271,7.246
698,14:01:04,5.988,7.734,8.001,2.369,4.532,6.931, ,1.302,3.243,3.041
472,14:01:04,3.081,2.484, ,7.097,1.945,5.292,5.211,4.545,1.762,5.865
427,14:01:04,3.277,2.288,6.905,5.645,1.768,6.668,6.696,1.54,6.528,1.094
709,14:01:04,6.429,8.216,5.86,1.019,2.493,4.612,4.951,7.286,3.465,4.077
843,14:01:04,2.24,5.686,5.033,4.88,4.457,1.819,6.174, ,1.397,2.728
379,14:01:04,2.411,2.5,8.561,6.346,5.758,7.508,5.569,1.643,6.703,5.976
 ,14:01:04,3.987,4.591,5.062,5.213,2.074,1.315,4.424,1.322,2.296,2.27
