batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
154,14:01:04,4.118,6.839,1.122,3.319,2.418,1.204,3.41,6.486,1.751,2.473
934,14:01:04,8.796,4.017,5.544,7.049,2.119,5.11,6.139,8.986,5.342,3.762
123,14:01:04,5.057,5.407,1.304,6.95,4.75,8.858,5.08,1.681,4.967,5.894
591,14:01:04,6.096,4.199,1.663,3.823,4.575,5.714,5.004,1.373,4.557,8.942
154,14:01:04,2.824,7.279,2.1,5.062,2.618,5.922,2.408,3.389,5.971,7.909
125,14:01:04,8.858,8.216,8.215,3.668,4.73,6.463,6.516,2.81,6.09,2.798
564,14:01:04,1.42,8.697,4.187,7.191,3.029,7.576,7.41,1.372,5.703,8.98
564,14:01:04,6.59,2.112,1.104,7.06,5.467,6.275,3.945,6.92,8.984,7.18
145,14:01:04,6.764,4.406,6.68,5.662,7.231,1.815,6.564,8.808,3.08,5.252
565,14:01:04,7.676,5.571,8.947,7.785,1.669,1.335,1.232,3.931,2.76,5.538
