batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
681,14:01:04,4.275,4.922,5.022,2.361,1.496,2.318,1.348,5.246,2.287,5.397
129,14:01:04,7.986,5.522,4.535,7.23,5.327,4.225,1.785,8.219,7.809,7.605
488,14:01:04,2.377,3.122,3.349,1.62,1.857,7.66,2.344,7.152,6.839, 
894,14:01:04,6.864,3.676,8.819,5.285,4.051,7.919,5.058,3.49,4.819,8.476
591,14:01:04,6.326,4.041,6.9,4.937,1.324,6.659,4.301,4.211,1.628,5.085
752,14:01:04,7.344,6.854,5.588,6.454,3.409,3.632,1.241,7.345,7.808,4.545
78,14:01:04,8.876,7.533,3.725,4.463,3.629,5.286,7.315,8.72,3.741,1.284
129,14:01:04,1.198,2.715,1.052,8.874,5.996,7.928,2.194,7.168,2.037,6.344
654,14:01:04,3.537,8.197,3.974,1.248,4.16,4.764,4.215,4.306,5.767,3.356
480,14:01:04,4.805,4.049,3.16,2.033,4.058,7.01,1.691,3.524,8.39,6.937
