batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
479,14:01:04,7.968,6.676,1.423,7.921,7.682,5.455,8.721,5.36,5.115,3.141
697,14:01:04,7.364,4.074,5.063,7.946,3.349,8.001,5.423,5.749,5.839,7.077
697,14:01:04,5.872,3.738,5.957,7.851,6.776,6.196,6.78,5.619,4.295,1.092
882,14:01:04,7.055,4.123,1.721,2.851,6.075,3.335,4.622,1.915,1.904,6.36
910,14:01:04,7.226,5.332,7.28,4.809,7.419,7.917,1.845,3.803,5.96,7.181
910,14:01:04,6.732,4.118,6.868,8.079,7.313,3.237,5.145,3.699,3.44,8.975
697,14:01:04,6.53,7.188,3.617,2.38,8.48,5.756,5.762,8.401,4.259,4.786
196,14:01:04,4.816,5.306,4.026,4.271,1.743,5.511,7.284,7.333,6.645,2.508
910,14:01:04,3.53,1.586,5.102,7.338,6.181,3.238,5.693,8.092,8.209,3.788
863,14:01:04,4.93,8.138,2.947,1.962,2.986,7.103,4.111,1.469,3.08,4.009
