batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
876,14:01:04,2.4,2.632,3.434,6.194,1.248,6.437,8.688,4.982,2.444,6.092
7,14:01:04,7.8,3.413,2.12,5.861,5.542,8.787,6.873,7.812,8.13,3.858
389,14:01:04,5.266,5.513,4.984,6.65,5.857,4.032,8.154,1.577,6.49,6.615
677,14:01:04,2.876,1.909,6.604,4.183,5.781,7.585,1.445,8.778,5.197,1.577
876,14:01:04,3.841,6.046,5.501,1.026,6.599,2.327,4.994,2.663,1.198,1.133
302,14:01:04,5.424,7.061,7.021,8.242,8.439,8.419,2.202,2.646,6.919,7.677
608,14:01:04,8.807,7.476,4.991,6.724,4.311,5.455,6.483,3.586,7.45,4.946
608,14:01:04,8.688,5.407,5.564,1.603,5.469,4.353,5.61,2.404,8.05,6.902
735,14:01:04,1.142,5.647,1.047,8.957,3.272,6.226,7.839,5.516,7.864,1.181
811,14:01:04,3.317,6.341,2.557,2.853,5.252,8.079,2.008,6.379,4.607,5.857
