batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
351,14:01:04,3.309,13.719,11.413,3.321,14.674,5.655,10.891,14.904,8.526,1.382
129,14:01:04,1.664,2.566,14.983,5.388,4.799,3.771,4.364,5.363,12.943,1.19
520,14:01:04,4.091,11.015,4.648,8.131,2.863,3.74,1.748,9.863,11.888,4.311
677,14:01:04,5.273,1.729,9.157,14.815,7.118,5.815,9.346,14.874,13.539,6.966
351,14:01:04,11.561,13.345,13.292,9.923,3.139,14.483,13.538,2.792,3.921,1.939
476,14:01:04,13.46,1.315,2.761,5.347,2.053,3.926,1.815,5.576,4.723,9.153
845,14:01:04,2.253,14.599,5.546,13.023,11.26,5.462,1.782,8.536,6.813,7.484
845,14:01:04,3.338,2.452,2.305,4.444,3.209,8.883,11.847,6.889,12.595,14.295
516,14:01:04,1.921,14.015,2.084,9.551,2.461,1.378,2.89,10.847,3.875,1.328
916,14:01:04,3.957,12.57,5.912,9.265,2.883,6.843,14.338,11.182,11.72,6.477
