batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
699,14:01:04,1.016,9.46,11.513,14.737,13.037,2.942,1.004,7.597,3.237,12.582
848,14:01:04,2.489,3.675,7.348,13.968,12.048,5.614,8.046,10.263,11.371,1.16
776,14:01:04,1.549,9.051,2.569,1.931,1.092,8.902,10.963,6.476,4.545,4.321
620,14:01:04,4.486,2.317,1.994,11.109,3.543,14.951,6.366,13.064,13.983,12.554
699,14:01:04,4.357,7.987,3.785,8.958,7.042,8.237,7.804,8.137,2.408,14.866
189,14:01:04,4.532,12.072,5.919,11.052,12.933,8.003,10.286,6.572,4.56,6.433
694,14:01:04,3.472,2.302,8.538,2.213,8.202,14.166,2.317,7.432,3.992,14.255
694,14:01:04,4.02,3.155,1.838,6.06,7.791,14.629,3.272,5.353,14.169,13.114
513,14:01:04,2.674,2.85,5.223,2.762,11.649,9.301,13.92,4.394,4.803,10.327
923,14:01:04,5.782,6.733,10.201,1.609,9.792,7.575,9.79,1.242,12.384,11.309
