batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
587,14:01:04,9.429,12.441,8.609,2.545,8.352,3.236,7.315,10.946,10.592,5.241
537,14:01:04,7.356,8.324,5.562,11.419,14.727,8.398,5.67,1.322,4.906,2.732
737,14:01:04,12.887,2.363,8.151,4.29,7.63,10.68,11.112,11.985,1.618,8.156
112,14:01:04,3.264,8.375,6.695,13.828,9.915,7.894,6.706,4.078,8.779,6.737
191,14:01:04,1.62,5.965,10.205,13.987,2.405,3.016,14.976,10.029,4.747,2.506
417,14:01:04,7.951,7.188,7.109,11.417,4.875,8.49,3.057,1.142,12.13,4.328
897,14:01:04,4.346,2.769,10.205,6.33,4.382,4.653,6.599,8.936,2.602,12.384
161,14:01:04,12.806,3.146,9.452,8.352,6.021,11.827,7.956,12.858,1.61,9.465
724,14:01:04,14.163,7.92,4.257,5.087,12.348,3.927,8.802,9.004,2.39,1.668
695,14:01:04,10.974,3.8,10.247,11.348,14.166,11.447,1.55,6.951,7.85,6.065
