batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
768,14:01:04,4.721,3.865,2.003,3.064,1.246,8.624,7.157,3.713,1.87,6.589
470,14:01:04,4.255,1.631,2.401,8.962,5.573,8.777,6.841,3.372,7.659,4.184
65,14:01:04,4.857,8.568,8.838,1.707,2.816,1.999,3.609,3.966,3.572,1.559
792,14:01:04,5.273,4.223,3.271,6.402,6.249,6.85,5.752,2.813,3.989,2.112
732,14:01:04,7.076,8.633,4.795,4.67,1.1,6.067,2.619,4.246,3.553,2.23
174,14:01:04,7.1,4.316,3.188,3.712,6.984,4.629,2.171,4.859,6.534,4.264
694,14:01:04,1.399,7.177,4.223,2.238,5.824,4.493,8.587,6.893,4.766,8.414
193,14:01:04,1.556,4.11,2.336,3.339,2.062,1.102,2.172,2.138,1.722,2.25
347,14:01:04,2.374,6.537,2.046,4.716,2.646,5.875,2.927,8.537,7.049,4.713
485,14:01:04,3.142,1.143,5.532,4.068,3.184,5.67,1.301,3.389,1.228,3.047
