batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
101,14:01:04,8.542,1.127,7.32,12.317,12.013,1.593,1.842,14.095,6.831,1.355
101,14:01:04,8.5,1.867,12.905,9.569,12.694,5.893,9.908,2.976,7.713,3.612
941,14:01:04,5.921,2.884,14.768,1.556,14.152,11.424,5.473,4.468,13.909,12.646
932,14:01:04,2.704,7.307,6.163,10.461,12.793,8.585,7.26,12.321,1.861,4.758
941,14:01:04,7.015,6.532,2.232,14.386,6.849,11.885,2.118,6.222,6.164,3.685
332,14:01:04,12.506,1.544,4.303,10.284,1.684,11.178,6.562,7.824,5.688,1.49
101,14:01:04,6.546,12.995,2.737,8.13,6.057,14.238,11.312,3.807,11.438,1.638
932,14:01:04,11.335,13.794,8.995,13.958,8.456,10.785,9.95,3.842,12.243,7.775
932,14:01:04,6.518,9.019,14.25,12.585,5.071,11.857,14.766,11.958,3.002,2.099
571,14:01:04,8.863,4.675,4.674,5.428,11.188,4.795,12.183,8.761,12.985,7.288
