batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
333,14:01:04,9.073,12.441,2.099,10.107,3.793,11.934,5.162,4.274,6.064,9.235
785,14:01:04,11.821,7.131,6.356,14.25,9.921,9.533,8.645,13.533,4.807,11.437
264,14:01:04,4.975,10.718,1.548,13.237,9.859,3.982,6.445,1.894,2.028,12.485
561,14:01:04,13.832,11.33,8.149,8.755,10.903,14.125,3.89,1.783,14.289,3.738
908,14:01:04,3.391,5.008,5.643,13.501,7.789,8.964,3.847,10.336,3.564,9.349
134,14:01:04,3.578,8.754,12.408,13.297,10.885,1.262,12.862,5.807,10.116,13.509
267,14:01:04,10.75,8.589,14.068,4.487,11.65,12.399,14.167,4.908,7.644,12.051
643,14:01:04,14.712,9.442,11.92,5.642,5.872,3.516,7.912,5.862,1.284,6.685
644,14:01:04,13.361,2.186,1.277,6.983,10.194,6.856,3.468,1.182,6.223,10.84
668,14:01:04,14.112,6.882,1.295,4.787,14.009,6.025,7.121,7.02,14.39,9.948
